params,sse,elapsed_time_s,best_sse_so_far
"[17.95959709254101, 0.44991535380971936, 70.65042926676563, 16.62739546037203, 81.72081553217973, 0.6749442921267685, 0.704350338371256, 0.024087378618593287, 0.8678475728170558, 0.736392459869587, 0.28288935576687735, 185715.98402377404, 0.0009702037074647887, 95004.62947101545, 179694.41208009105, 222555.11456606915, 9.595043424021208e-06, 7.581593197793977e-06, 2.1269426748234332, 0.007844891624293134, 393714.56555221585]",12541109.90652252,0.37265539,12541109.90652252
"[49.93679467804867, 0.1026829791158323, 48.16248838584353, 45.06919854002686, 38.47929288222479, 0.8898528777812411, 0.5676119899971954, 0.062301022959471854, 0.5031673588913246, 0.6846750721216552, 0.459776481635847, 200919.68771861002, 0.000983786685954621, 28142.25323151666, 171772.73579564306, 88252.1687901587, 8.27157615686372e-06, 6.808950940298858e-06, 1.5261705462204556, 0.008914117283154102, 341664.34757861646]",62821155.02565994,0.4279089,12541109.90652252
"[35.23487121104581, 0.4024760148516896, 35.18719616730307, 38.836729107477765, 33.140437593462906, 0.25009543082704466, 0.38979412123403706, 0.08785696005494018, 0.4727076532009008, 0.7369669113425764, 0.5738715438569016, 170936.9024901738, 0.0009401117427306177, 18518.60641747259, 86827.75264088661, 212713.41506362482, 9.421251435975224e-06, 8.288556400880758e-06, 2.817535281804785, 0.0007455427487670222, 417324.3177481994]",10561002.61354312,0.57126713,10561002.61354312
"[37.370007934310465, 0.1867072511090161, 68.13220885894476, 2.376015323742223, 4.091596009168711, 0.7309851598578994, 0.1775013270363689, 0.03305895906754583, 0.4256812026571805, 0.554285216345973, 0.9903649701127464, 143736.89532055103, 0.0009761578951824465, 54117.56837895326, 109442.65864739325, 261841.70069428146, 9.926381576956038e-06, 7.552228714313577e-06, 2.75901993308589, 0.004742710299742928, 394029.03703063383]",12978807.2566999,1.46278811,10561002.61354312
"[10.955586789935765, 0.1807111370196212, 60.41089866157444, 21.051013884851166, 59.4801791957218, 0.39022246794299487, 0.11239709444973217, 0.0529748042838257, 0.5465130429165569, 0.5347469935399483, 0.3100077017701187, 96206.96191000004, 0.0009643160967407005, 35577.814741933806, 95819.17097265036, 205464.36525791162, 9.757384050918898e-06, 8.038018146383779e-06, 4.098314884809518, 0.0022915587780655998, 415838.07991173083]",7410963.63785186,1.7809546,7410963.63785186
"[34.78652225040351, 0.4231143758187215, 65.61104131263319, 40.736149617380306, 59.322621633979395, 0.10158657934737392, 0.2194347793291729, 0.09975878873151514, 0.9952580887933509, 0.773545032991612, 0.49172769175008946, 105299.39333279381, 0.0009353523623694976, 113737.01337367421, 204020.83086660723, 221135.41973176273, 5.370539753925651e-06, 6.5038896587901344e-06, 3.5075636514690807, 0.006933628455069297, 303415.0140017679]",2077721.66380786,2.01987982,2077721.66380786
"[8.479123456929635, 0.4867023774049282, 94.00944532931112, 13.768208978928751, 37.54560467055041, 0.014185682672556483, 0.8100186872381689, 0.06272462472362081, 0.7901964608193207, 0.647296004311842, 0.4996648935561323, 6774.8675656723935, 0.0007351402083839359, 139330.3833290808, 148126.2031044332, 245346.70602937118, 9.183048046070482e-06, 9.91375586332781e-06, 2.663301627358101, 0.0044816194944908745, 359857.1185543477]",12084087.57368398,2.41144276,2077721.66380786
"[31.606846723177192, 0.4904871960293561, 70.40205256944608, 10.786940858705343, 1.0647029352392905, 0.19666296360979332, 0.41511494011223254, 0.06102223236330108, 0.9183401840222063, 0.7199640512624395, 0.5220876941355745, 197336.0707090022, 0.00099540156157362, 82254.13413263757, 234553.95957488427, 149960.5036381005, 9.981045028393748e-06, 5.064620615766082e-06, 2.031230048384673, 0.004601165282930714, 289226.083152722]",12976413.83973162,3.27877355,2077721.66380786
"[14.148630683212591, 0.28929206076326003, 94.41531504347942, 25.195630594121532, 58.22333417856993, 0.39692304308899873, 0.7190563559899263, 0.09466414685531009, 0.9875488551612461, 0.6508752196023782, 0.8450596562348353, 70932.6939664896, 0.0009971076843395836, 220694.08141693083, 139171.32710427666, 240716.31968139988, 8.272064595320703e-06, 8.343950775869437e-06, 3.7209133628788624, 0.008873527266453504, 366952.0706749331]",60570980.8989289,4.15726662,2077721.66380786
"[17.96428455100216, 0.44651099634170976, 44.55918507623304, 20.346142671502985, 20.994211578612337, 0.49323110657718533, 0.260850944348751, 0.054416310432485036, 0.6237332000535276, 0.9999150214232185, 0.3979261868326741, 117384.71028802701, 0.0009992821678498967, 210492.12428542547, 178178.31071345095, 258939.07361433824, 7.979952304133731e-06, 4.271927195528466e-06, 2.696437547258158, 0.006365943895718625, 423506.22586041904]",12951793.34704369,5.01610398,2077721.66380786
"[16.095910513318906, 0.29769155443447254, 55.417967990782046, 10.205146946100706, 98.1756601864794, 0.29984354534724245, 0.5505263294530187, 0.08472495859467641, 0.18424455169627263, 0.7614999038557174, 0.22494811359462974, 171805.72104735, 0.0003978784515978029, 199887.72974029044, 187642.67270408024, 313078.9690789467, 9.547082932084738e-06, 4.337780541588754e-06, 4.158422196238552, 0.007373836461296237, 385445.1932081093]",1156973.00644751,5.66607165,1156973.00644751
"[37.1908821881366, 0.2073744913249177, 99.62375289270655, 14.019654025543534, 76.91289603594845, 0.04554095106201195, 0.7397040171549838, 0.09227084394368286, 0.42168943356325994, 0.7581707690450854, 0.5012049423005094, 79009.8965200996, 0.0008229289613446413, 138540.11673158887, 230521.8185910405, 292281.56375606434, 9.311738092911081e-06, 3.2175903879983366e-06, 4.005811871319523, 0.008883559696749326, 310401.7192828601]",172575626.27427933,5.91716361,1156973.00644751
"[18.266162833929393, 0.3946509007933762, 99.48741465860519, 33.64378773236636, 72.24017134546969, 0.3073494546695691, 0.4059487372558344, 0.06454389394545017, 0.8659077513909638, 0.9414039139378317, 0.41409884894576765, 157173.37820763324, 0.0009795234834718758, 192912.54613119975, 257996.3592668464, 270278.60889442055, 6.827881595618851e-06, 6.941035789052272e-06, 4.1026974094965905, 0.009772163830379278, 351220.0706437432]",548805.69370408,6.38140559,548805.69370408
"[19.123277926495618, 0.3945326522611552, 89.21912115782105, 49.65864221802877, 89.39828323468623, 0.3029689307590608, 0.5201670166054904, 0.07979277711426251, 0.9236994856975658, 0.8530665700249987, 0.6729244701027407, 194268.79308017873, 0.0009279623212905186, 233808.7841491424, 203496.82728380422, 257250.5954892448, 9.503234607540148e-06, 2.9252004825760686e-06, 4.854906551967945, 0.008479073821862092, 256006.4665457707]",13272068720.2541,6.82651877,548805.69370408
"[7.285568140939686, 0.18602019474056475, 61.970790674410544, 21.385377227662403, 76.33572070717602, 0.5187926378579809, 0.19438129101373225, 0.08776941104815979, 0.5445987064658472, 0.9393874554058661, 0.23946162518160208, 136536.4661614677, 0.000652167944328676, 259685.43700494998, 128095.14315009548, 292694.2842552161, 8.519286961224625e-06, 2.1610851133141248e-06, 4.44806535701338, 0.009930826713259105, 314422.4321557834]",2122946934.1651323,7.68308854,548805.69370408
"[23.48702247231597, 0.48683258808171875, 91.60618746114373, 21.393901682578488, 82.91266195874871, 0.1565201685600846, 0.42868193612804817, 0.09986213066098877, 0.9164001892567464, 0.7266278252287375, 0.2498283431916013, 109949.40375203741, 0.0002620645092065261, 237386.22999330456, 226618.2322060385, 254638.73528109663, 6.702859675877292e-06, 3.3845769234616956e-06, 4.0128002709618045, 0.00924137197239201, 261668.03910539026]",37522429.13479228,8.52088952,548805.69370408
"[48.72737445561508, 0.22283011065471797, 80.81272954879864, 35.61505875130828, 76.20286431775469, 0.20777048870297432, 0.737433747438723, 0.0851713404508056, 0.1939297017552693, 0.5528707587554638, 0.47736095097792863, 215842.77159207274, 0.0007300116275163129, 324830.1040207678, 235468.5513563382, 192662.52431273554, 8.811452500891162e-06, 8.19929708235942e-06, 4.6919598745397355, 0.009678594337265959, 303594.7152929135]",227715093.7215145,9.3736496,548805.69370408
"[42.44960681030187, 0.49778658732141734, 69.9745023494211, 5.492078473369798, 42.06595549176006, 0.26805749487117425, 0.7212667351157521, 0.07849454137598419, 0.3841476322420451, 0.7567953565268074, 0.0360571044094058, 184761.2584274897, 0.0007152601733342344, 318144.6030546139, 154325.77380239597, 237430.34398637633, 8.778267798059805e-06, 3.1828808551962827e-06, 4.795317350378418, 0.009540281122083185, 254351.90063155242]",226759354.73620892,10.22665691,548805.69370408
"[49.8591795146288, 0.3671304489523843, 77.64776056867353, 17.377702223134833, 76.47859032773411, 0.4318783679979262, 0.7003333382930877, 0.09564426120720088, 0.7909129868138195, 0.49404559141416293, 0.22430417651443957, 220541.7877444263, 0.0007961038624042251, 339244.3600032929, 92670.71542224054, 257811.43569591505, 5.9086813878552155e-06, 6.535793851884003e-06, 3.545821027801737, 0.009739702590786851, 285613.22687822586]",2765399.85873597,11.10349894,548805.69370408
"[21.13995508009949, 0.49583793667311765, 91.67266173394204, 6.204083336753143, 35.19784012894286, 0.8137137447604308, 0.7971167568940998, 0.08531659244657067, 0.46685142545085245, 0.9470037613919405, 0.2627457768220095, 199831.2131908757, 0.0003302614470901859, 337185.0537537952, 138394.6447662994, 289768.88081638014, 7.864032760178997e-06, 7.889572740941711e-06, 2.8057807915856934, 0.009516075252464224, 273529.9419812642]",12871672.80590555,11.93896914,548805.69370408
"[44.16661888491868, 0.4329670568009629, 76.61366790463413, 24.827281154320257, 87.28561625533524, 0.02394046072275994, 0.38860729383718573, 0.09936201926075876, 0.6628498727790894, 0.7538694416068271, 0.9079612997084876, 230366.63021717872, 0.0007542801596164445, 326510.7726328712, 235672.0650615138, 287422.0715830979, 9.774861627172273e-06, 6.735529363723158e-06, 3.7962581336074264, 0.008674576393258629, 149572.64042458677]",6003188.85100275,12.80672789,548805.69370408
"[25.223571145704963, 0.47979277398081005, 97.75707994098542, 46.8728886600838, 47.237794460930424, 0.7438396671269362, 0.5287345124640375, 0.09163117609845593, 0.632705976135051, 0.6341443300049424, 0.30667577482397634, 208424.62359268914, 0.0007052737266836558, 348369.89890906314, 174185.73198640966, 216273.46591494707, 9.879805081784516e-06, 6.794349774611567e-07, 1.3020619201887516, 0.009554459203636307, 108513.91403499934]",12887862.38365178,13.71979475,548805.69370408
"[49.6616625933371, 0.46612848321413636, 23.139830402509396, 22.51216576269786, 12.85847896920999, 0.7192425792721874, 0.9282120879581018, 0.09892521757817806, 0.688577841443993, 0.6145972878800837, 0.19527705788058025, 128763.8497122605, 0.0003522350734295279, 265242.637677706, 175934.27838619775, 299079.6170389385, 7.926787670283513e-06, 7.279508935490936e-06, 4.065109356964362, 0.009968466426573137, 181273.23697236268]",382511709.74151087,14.60329151,548805.69370408
"[49.966621259542684, 0.4999871893948078, 2.189064965135651, 48.538736720363076, 38.38997835898925, 0.645652914010643, 0.9977518062370215, 0.09997296261272184, 0.7373138788002863, 0.7396806085221123, 0.5843148648150529, 251877.4304040842, 0.0007950190278565737, 293540.0236105283, 58930.37394345223, 134835.587899521, 9.998513385025538e-06, 7.2154705608439825e-06, 4.988248758260825, 0.008395612734696595, 146950.61408332884]",3.708058196336986e+16,15.47712898,548805.69370408
"[49.11423630105466, 0.46967961886224613, 36.444216725778205, 13.582074565908496, 18.307281926186104, 0.01152583581734188, 0.8472518766961801, 0.09651290904734537, 0.19664074088802064, 0.04506348988263479, 0.9928015798576698, 379442.0820887247, 0.00011604139417480052, 419970.8636961019, 240179.99970656703, 161688.6475661075, 9.409399332756154e-06, 7.94676921048847e-06, 3.206604732645876, 0.0038528262609195097, 74225.18680692873]",2030276.37366203,16.38013816,548805.69370408
"[41.21771605796623, 0.3755431556822261, 65.67462833045545, 21.754594129311798, 20.86303073970709, 0.3059244022728016, 0.8073505033878313, 0.09628917009361333, 0.65643093699523, 0.04947873033256448, 0.9236581909714853, 250913.02344856053, 0.0003035963679592268, 288493.63509803836, 131598.25198801886, 215216.9747087155, 4.429038584997232e-06, 5.771807385740241e-06, 4.464596836885978, 0.009966928374309467, 182567.96309040437]",5960808432.169547,17.29030681,548805.69370408
"[38.608874991539594, 0.10961086331589237, 94.49948318384513, 44.30214056887036, 31.84835442073824, 0.748657837577154, 0.3759948672556917, 0.06670120671084734, 0.10724327015830354, 0.3257081894076159, 0.6410298106331579, 229632.49280391005, 0.0002784053785981465, 260046.5110188511, 391994.2261540971, 130480.45078483694, 9.999462348499557e-06, 8.75460532729328e-06, 4.157990232472158, 0.00941829685541751, 263521.89702789823]",9550544.79301696,18.24009609,548805.69370408
"[23.435381461948882, 0.2597541008556932, 94.59780300417962, 36.73698773084483, 53.26783695766267, 0.9354604962024061, 0.8481004062322051, 0.08362037861242738, 0.14580668405986447, 0.45744304952193116, 0.5953835916994045, 267340.6289494453, 0.0006662001073382128, 393005.6296634918, 172198.88679327443, 44807.83125808032, 9.84239614703102e-06, 7.396747324143132e-06, 3.8611951340001327, 0.009820024858137112, 68853.8573775448]",1312362.61714406,19.19339037,548805.69370408
"[36.90288043840741, 0.4395648905397811, 93.04070843046962, 48.23240138211214, 64.1304495428457, 0.9595726896614284, 0.6297213868975771, 0.07153723242903959, 0.07287327794430931, 0.5127018718845637, 0.8146816021280564, 259495.36040292913, 0.0007764650362440366, 391831.54841933097, 260496.0052990922, 23083.319359039597, 9.998720373131347e-06, 9.076031426605199e-06, 3.617847815889773, 0.009786012048212469, 82525.42274757643]",12682205.77465971,20.10138202,548805.69370408
"[40.90953392431563, 0.25829365760387785, 88.29781982188825, 36.6172288768953, 13.260224077319577, 0.7519786809130038, 0.9967451378396515, 0.05679641228380353, 0.049892892252155, 0.2782369969488433, 0.3891053050634864, 241110.69209155597, 1.4192842731120353e-05, 273488.8860271693, 136757.96908334838, 191611.3396103109, 9.979250786728985e-06, 4.234727099312492e-06, 4.912850853138413, 0.008660291455925673, 224380.32103092625]",7026917.47162185,21.04018974,548805.69370408
"[19.824663896444097, 0.25833384608575694, 88.55601696279372, 27.653559983458802, 39.27248682847298, 0.2639939774479203, 0.7997574861116951, 0.08902747658687672, 0.128369541092185, 0.816917053629936, 0.5273341873346795, 290861.3660852077, 0.0006969898480416329, 320148.7234002198, 93333.23090531577, 163312.10799159686, 9.366182975665162e-06, 3.5597797630723444e-06, 2.9616236027371574, 0.009294962892779741, 218970.53933188925]",11190692.73093063,21.96588802,548805.69370408
"[34.44365206729218, 0.2264158893232178, 72.1887022146126, 14.968457631983483, 5.953411175828, 0.6052621326631609, 0.9833884550050036, 0.057131678348155156, 0.36659141868858525, 0.11900296490170353, 0.7534028254261983, 276566.82847696723, 0.0009888213424633556, 269871.1308839759, 97861.68086646845, 147147.39806072228, 9.95187416416128e-06, 4.192074348750091e-06, 2.32970422241371, 0.009936550812493214, 243142.6388916179]",12617137.23957833,22.85488844,548805.69370408
"[23.02429487101319, 0.13856878278848717, 99.61455823409185, 49.38798268476937, 18.26414999971417, 0.711134041316551, 0.7903394534252892, 0.03695520024100811, 0.10621003149944297, 0.36955130500320854, 0.9116330371008803, 156816.0437796366, 0.0001785513982578348, 260418.23218843652, 128650.71501872782, 104136.9935395549, 9.162654368128564e-06, 2.332444467026682e-06, 1.6742571019380108, 0.009984337844514453, 422792.5695131663]",12974575.51058006,23.72636652,548805.69370408
"[49.600793257624, 0.22921492469613997, 50.74414974633339, 46.005880877183515, 21.397445108472326, 0.6392298909217071, 0.9445931624728886, 0.022892992394818106, 0.15067885644057366, 0.2958397186881562, 0.9891554965628058, 185615.1285989395, 0.0005648175780649074, 237117.08790139348, 68502.09100951788, 3654.751376944041, 9.924399129759818e-06, 4.5605673739709015e-06, 4.878085209783942, 0.009995244821949236, 268518.4172901915]",520432.73141354,23.94428134,520432.73141354
"[39.147699226500166, 0.2842546055979041, 52.531488737866056, 43.40162363002582, 17.342015567882765, 0.6524265547697362, 0.9985919517366164, 0.06558315910613333, 0.32052250625553924, 0.23198197654460662, 0.5352084576712701, 292754.344291254, 0.0006008063393163699, 108463.53399053766, 186087.92690906517, 39296.872170726405, 8.098434141815125e-06, 1.8317038049417895e-06, 3.079256272007034, 0.009212885191152735, 486557.8254334569]",3410907.81772348,24.70959806,520432.73141354
"[23.82256716162982, 0.13042881814330903, 99.39173895135364, 49.99180805603028, 13.646978343463555, 0.7384796323104049, 0.800558863483725, 0.037031999334544353, 0.01984949819765594, 0.6572832030766772, 0.9052919651102299, 337441.93365886086, 0.00046680305205886683, 260758.3873131387, 97027.49314073213, 172560.76935682452, 9.927991328405132e-06, 9.552954999509877e-07, 3.3425647806950116, 0.008167259813473729, 356022.12442230503]",12940748.70782023,25.6635561,520432.73141354
"[14.988487479305881, 0.42944349342011984, 19.185688548465684, 15.996536482792031, 48.30980723028509, 0.02728549803026415, 0.30436254279163677, 0.02158654835002625, 0.01814814452350262, 0.5267982825523279, 0.8671889528491463, 188851.15074859047, 0.00010310296785752896, 288295.0690020039, 161671.66322163775, 103920.51753649821, 9.9918497026339e-06, 8.330757762519819e-06, 3.6615509400026385, 0.009998111699480809, 424639.4963558776]",12847673.65217988,26.5578897,520432.73141354
"[16.900812819930188, 0.2544450571961123, 88.5460062826737, 49.58523834635766, 67.38461194075603, 0.8463678559899683, 0.026316150764482397, 0.07704453694921817, 0.09053257807417797, 0.036246603967917956, 0.9991883893195791, 252785.99183613365, 9.13181484862703e-05, 90202.07482263577, 139179.54119922544, 9813.332992145304, 6.7169934841873644e-06, 6.572424250502246e-06, 4.988966440064579, 0.00817591472592324, 313095.5215272964]",12449077.68678583,27.47201586,520432.73141354
"[46.94059398471784, 0.030882440968504805, 60.529067470341374, 49.91560155767542, 41.74668881197691, 0.3193404212417357, 0.368241682573029, 0.04927650983163053, 0.16758309181411013, 0.163621154891112, 0.7443596720981426, 255082.57530338306, 0.0004895367940361318, 199116.44612881125, 244989.71666215334, 178478.4558472125, 6.324142757363606e-06, 1.901516834451214e-06, 1.1720126838247458, 0.009887571428101377, 495097.3067693264]",12703452.52904762,28.35971355,520432.73141354
"[22.099519340372524, 0.21312452901354167, 87.2301651306122, 13.588642944584304, 62.42545874950778, 0.1967611677359929, 0.9075700341404626, 0.09877699724360993, 0.6658112761403195, 0.9633221925600338, 0.9212081912356385, 362549.47153456253, 0.0004778857003291679, 320607.5879460849, 238377.84656891544, 119008.1813632661, 9.305273383379878e-06, 7.1588917543658985e-06, 3.475184423970064, 0.008365496284860836, 476605.0410078917]",3985275.88551301,29.28584051,520432.73141354
"[5.930403780333695, 0.2460454009744645, 92.44328172685566, 34.04854843988022, 44.488026116517844, 0.5476188993561244, 0.4812564901132658, 0.024345033882100457, 0.1712275575636804, 0.1220000754165434, 0.8971701909026918, 325305.6941407856, 0.0001926623715893821, 182799.37015796217, 183791.814235375, 4426.655163831238, 7.03959672291454e-06, 6.880268298548992e-06, 3.166923984692958, 0.009931346431556541, 581199.9468177803]",12189226.44374928,30.20149136,520432.73141354
"[2.9156129970599682, 0.41454562794511035, 71.62672588727227, 36.7789594868694, 12.787176630866725, 0.7515264662373758, 0.28390240831584934, 0.04456631710889317, 0.2644502591760194, 0.1636132253984391, 0.44554300183889917, 316303.0396716118, 0.00012302672758153266, 139207.82180227115, 188031.3106256131, 63369.02881694746, 8.786376127862583e-06, 7.937789125089879e-06, 3.6350199692900973, 0.009814866910103777, 572166.9964311852]",8714110.24918347,31.12031174,520432.73141354
"[6.433634529127607, 0.39433110675201993, 64.47523518991534, 23.203692890503348, 70.00634191334038, 0.2766159380038974, 0.14332372311653796, 0.0746482413589645, 0.06207289068782895, 0.38897810396824883, 0.4580746031028845, 390358.37418568705, 1.2348857546591007e-05, 236956.52748407316, 245033.3423617299, 116475.8237796435, 5.169162688191697e-06, 9.334742063338514e-06, 4.971308523123544, 0.009764000712641321, 568272.3245349218]",4389632.33842066,32.06793976,520432.73141354
"[24.014314508141133, 0.10084131793398238, 49.196082601073215, 49.90716341782501, 82.20368065803447, 0.5159356962904036, 0.46838194044841164, 0.0833470370588003, 0.36434313087253045, 0.35911092084123386, 0.3445577997191164, 229256.0260131026, 0.000150522317730185, 337666.709764721, 235959.22106953073, 144583.1827981748, 9.979626786045492e-06, 7.336208486039314e-06, 4.998961174686564, 0.009471719214988471, 386474.98448316054]",1166784192027.428,33.0150032,520432.73141354
"[18.12025853944217, 0.41976876864767865, 94.62606151057942, 43.815892712688836, 15.231946924315153, 0.019661720218796315, 0.3291775634681791, 0.09928767533226072, 0.022137880805995533, 0.43772075878369876, 0.7381855740657638, 280623.8850106219, 0.00010335488761184753, 164939.46079999465, 165103.26659801064, 178588.708010752, 1.0731660313425904e-06, 4.071918405585345e-06, 3.362020541037564, 0.009446448211924533, 518977.57713511115]",12916368.95277141,33.95615101,520432.73141354
