params,sse,elapsed_time_s,best_sse_so_far
"[28.379840833973827, 0.4051585521675271, 94.73447626989933, 21.889668276769083, 47.65880245342074, 0.5605282604152619, 0.8669649694560843, 0.04815097858594155, 0.4247411593949195, 0.9259582420037891, 0.7105106137636618, 197508.80465973727, 0.0003744711575873393, 938067.5483755057, 381923.53712611995, 565813.5811027458, 1.3830335415346933e-06, 9.141768805108637e-06, 2.7228077466773697, 0.004391961055321042, 320954.3475518952]",13165162.57636071,0.52526879,13165162.57636071
"[48.42804715013098, 0.05858492129343023, 21.508225568864294, 21.776692884099397, 81.01026160201089, 0.01599278104514383, 0.4516062239701454, 0.01424943933503707, 0.7480225613646112, 0.2118874263910424, 0.0770917061444076, 498710.262669138, 7.604003517055364e-05, 199119.01177315204, 146426.9666932367, 365461.66710440785, 2.3787303447543757e-07, 8.224842155533923e-07, 0.6326673956367497, 0.006440346504844077, 222876.70584927153]",13046831.11291106,0.60250258,13046831.11291106
"[16.073601974262093, 0.32458170833905503, 78.83872846185868, 41.33638426410698, 75.5002487726017, 0.6306207935967497, 0.23324594766676246, 0.06408660224092537, 0.1441532648892594, 0.8959512573217764, 0.23210622339633125, 53052.79703979469, 0.00014620598213286974, 3794.7256726274722, 719126.6283595655, 153974.191397642, 8.255842144321295e-06, 8.787728063264746e-06, 0.9384487358929947, 0.009300577551182456, 256351.15269588408]",12823344.85543752,0.68505001,12823344.85543752
"[14.36951393876075, 0.4675885319194406, 60.33084117738524, 33.31073692991866, 74.93425572894218, 0.769510144136523, 0.011075482338211833, 0.025154898789656693, 0.6271791337988143, 0.6185389178292618, 0.37415964905655985, 98581.50792195661, 0.0009387769488693116, 326660.4974799685, 438355.58187234093, 195302.64532970943, 8.904359867169756e-06, 7.628416442849029e-06, 3.3660075834192154, 0.008781660789839052, 812197.6452515221]",13164931.66728318,0.76286721,12823344.85543752
"[18.306077301187738, 0.20173250852828883, 31.700204910055483, 12.064279130374599, 7.838872667733089, 0.6974702595009608, 0.32297657054814555, 0.052296988184562, 0.5265905574436214, 0.7256279366778079, 0.0811958464621133, 763921.4866229191, 0.00013179333902987108, 503183.2543485361, 607500.9028800147, 994402.251750446, 6.216535471953452e-06, 4.568454714587198e-06, 2.967501774587049, 0.00920582546159063, 239286.00266930964]",12634209.08987254,0.88626409,12634209.08987254
"[44.71664398245666, 0.04492415958348075, 85.30431402600607, 29.501594896425452, 13.856137790901098, 0.7108529990834515, 0.5225827836428651, 0.046479313265124306, 0.3568844129546883, 0.7086592884154578, 0.6677734885296052, 654077.8086510559, 0.000980758823376375, 134628.55872107556, 346645.42095044005, 915639.8219596772, 4.075054284027866e-06, 9.025372756239559e-06, 4.285815833664417, 0.005428304979464232, 409761.2878477605]",4198137.98943016,1.30138421,4198137.98943016
"[47.59967580407259, 0.01656978180614501, 56.1520315546916, 46.93020569125335, 83.10949835949815, 0.9164776400891418, 0.03534645028803287, 0.029975313842450224, 0.5075806034891122, 0.6063922643900987, 0.2505867922501375, 73920.66844942038, 0.0008274839883218217, 667866.6047482644, 832602.7429024333, 722147.4170768841, 5.088599829545886e-06, 5.279027526204099e-06, 4.840507256041916, 0.002944768025325954, 445162.8349677335]",12420734.03835376,1.59722567,4198137.98943016
"[24.62913147953549, 0.3628778830021282, 17.740428611296927, 18.79733700543609, 98.50284386486189, 0.5708334076534984, 0.058562484626839495, 0.02641259870808539, 0.972419959085314, 0.21804200510256103, 0.5143750960027587, 289537.9849377296, 0.0005241204897452465, 26541.375855118462, 236304.97961284762, 557185.8832195747, 7.303635160068388e-07, 5.4781278545342115e-06, 3.72433384818586, 0.006993617371662731, 115813.79919602117]",37792331.39326762,2.29906034,4198137.98943016
"[46.558332982933265, 0.38590446136516116, 10.331200308837872, 7.952083337754993, 27.011997495095642, 0.4448041837498573, 0.5906333318588018, 0.020159567531261708, 0.9466473117587922, 0.1255913480102617, 0.45142323677136714, 886060.2055228511, 0.0005867057918063405, 231988.63318111375, 552708.5935514707, 473381.62186358566, 4.827961034271001e-06, 6.767141783509942e-06, 4.6024438521327315, 0.0014505718612728492, 751598.5023743608]",9336224.48926988,3.01037049,4198137.98943016
"[5.901670599042369, 0.31605793730889076, 64.80411107326617, 37.305637761900286, 78.34955012741581, 0.8925390069724178, 0.9234761947276132, 0.09258881383190444, 0.583817962565359, 0.6001593766333402, 0.04633163332251185, 754455.7286245459, 0.00012129614305551788, 81402.32478964975, 312178.7395744452, 93688.2599255484, 1.2522791056026618e-06, 3.061638869765592e-06, 2.434145447766396, 0.004127087095695685, 675539.465870791]",81744930179.03291,3.71808815,4198137.98943016
