params,sse,elapsed_time_s,best_sse_so_far
"[49.89562901435759, 0.005464593067143064, 68.29853051606223, 15.562129898870381, 97.32610248210554, 0.0986009544533431, 0.7563623143092011, 0.03606127346512919, 0.5611851509025136, 0.893838266671263, 0.7365176416367829, 339284.58848995384, 0.00058144545534358, 188789.93393117047, 764321.417244692, 481077.924975495, 8.347127538562303e-06, 3.2830102893507573e-06, 4.147772037030716, 0.008609338056252306, 184196.72073563962]",201610189514388.62,0.38666701,201610189514388.62
"[43.500671967789444, 0.17096168672711015, 99.63833258701246, 17.905975529569226, 46.565666898208946, 0.5403530410959961, 0.048922206753279955, 0.05109716748786625, 0.6309195532272724, 0.7478824425094563, 0.12309335854946898, 421007.8680575768, 0.00041648537519850255, 171695.3145253301, 696081.6489190754, 480041.07779439935, 9.03459747717404e-06, 9.406732690602967e-06, 4.997245603759651, 0.006924326951618727, 196874.82511170156]",6830856.11574974,0.46155167,6830856.11574974
"[12.032367974734925, 0.30264052281952947, 87.40485424836523, 8.368575801687902, 75.4288972449883, 0.826008989444832, 0.2202268864367003, 0.07581983430556616, 0.5549584547890942, 0.8598880412359472, 0.04445245623981835, 441116.5475940773, 0.0006151852084213566, 246567.92267964146, 746774.7206499248, 601970.0483603062, 9.108057662946336e-06, 8.184653549010879e-06, 2.952854505462348, 0.009534413837883598, 280242.178916167]",12313507.06751512,0.53268957,6830856.11574974
"[44.10126024734624, 0.1958972619129572, 64.3799476283443, 17.91638607891016, 57.43656542442693, 0.4988573388710482, 0.19498519986663107, 0.05245129737569765, 0.8952830963575764, 0.881318895631722, 0.47844506957171595, 442874.9261427419, 0.0002987330579591605, 230313.5532012107, 726786.8121672316, 623524.9762917616, 8.463724194028113e-06, 4.022857117141546e-06, 4.8966975801320975, 0.00794663930819039, 266416.77062565973]",728040.05755947,0.93245745,728040.05755947
"[34.55616927294855, 0.060018348299582525, 96.43880073825258, 6.328673253151453, 98.20322703836621, 0.267883686996962, 0.3185062579622826, 0.055281479835897956, 0.8533012501073316, 0.8580055720319583, 0.17978239451390482, 401229.4849170615, 0.0006122951303513355, 256702.51025287755, 671396.5797933256, 604109.1173963211, 9.554516530794333e-06, 8.179954859520714e-06, 4.696132688383329, 0.00803459299176515, 260513.48101274864]",4659651989.45764,1.34146404,728040.05755947
"[48.42457686139075, 0.08569237521484138, 89.80630860000659, 27.80712853077319, 49.08687440460067, 0.7001685668864585, 0.4343412637606233, 0.042858757684833416, 0.9231419989997305, 0.7598118482716569, 0.6792129003112788, 400524.2034206069, 0.0004012550569926661, 196674.36116380192, 731492.5168841685, 595275.7889298407, 9.294583365344776e-06, 6.331910758243361e-06, 4.469753639731695, 0.005323342285986756, 308284.57441778015]",687832.74677908,1.48053551,687832.74677908
"[48.68024476863207, 0.07096229688583047, 98.30328083674725, 11.583261643348797, 43.96254105395843, 0.758100567003141, 0.15593339507196063, 0.06728716489791886, 0.5490471571974512, 0.9062802520267191, 0.88961958186535, 497497.0375927191, 0.00038869906754081246, 223302.0061696876, 605889.9813608611, 539453.1631998428, 8.796120395088254e-06, 5.457931669859131e-06, 4.272552971870909, 0.007844929935060167, 241194.26529354946]",11205397.80403456,2.1397903,687832.74677908
"[43.84026002525959, 0.10904297654499105, 87.54635624522024, 11.299906681320516, 20.347652399665158, 0.6160711337345508, 0.5285112383403834, 0.039371248394421215, 0.8208154076326071, 0.3206274596406082, 0.6673039038160173, 409368.71257566026, 0.00025856791423068797, 125245.5198335796, 719224.3015402032, 608971.2395045322, 9.615562479456214e-06, 7.5167802719659325e-06, 2.5065720814652916, 0.009676319395691123, 277970.4745169681]",12894989.62104426,2.81748962,687832.74677908
"[38.37557600856729, 0.03810123720062978, 86.72688584512301, 12.483838033397928, 29.265473214346898, 0.977444097195958, 0.23944011415426703, 0.06294009237180322, 0.871217774129946, 0.6697345086955871, 0.5667075423078853, 406760.52349239314, 0.0003227472558958065, 90061.78609335145, 681789.3548696449, 605615.2210809902, 8.755693052944454e-06, 3.231767596880629e-06, 2.948480506006673, 0.008766968794122105, 211624.20817535452]",50095054.93546792,3.4897871,687832.74677908
"[44.72845550287044, 0.10842286600300483, 99.95792924511912, 8.858599095741615, 52.29052897172265, 0.9747015840854361, 0.028832270696909308, 0.039538436855962, 0.8633214436041675, 0.8873664643830245, 0.3081178014907132, 369322.9916213967, 0.0007423946951899498, 113382.80178718826, 659788.6815405807, 609261.8925150929, 4.677154759445853e-06, 7.559829778922387e-06, 4.965061436474561, 0.004958065693908866, 207054.58685182512]",13306656.74007409,4.18932676,687832.74677908
