params,sse,elapsed_time_s
"[0.45691764814430974, 0.0010134170641569705, 0.3163054499772253, 0.144230090085997, 0.01398566940686843, 0.0038745182089057703, 0.0029704787348480083, 0.0010627877723709148, 0.007842090126553547, 0.008963674439668473, 0.00817884827353148, 47311.022304604376, 9.83538528193353e-07, 365612.68201747944, 624992.0219586794, 984466.5799766072, 4.406049521684904e-06, 6.0247130742705464e-06, 4.567001934675147, 0.003764092945379493, 37943.128326342245]",3243211840778.91503906,0.51079273
"[0.22946974089088007, 0.43700036467665626, 0.43984050967023297, 0.18014177700752587, 0.2376881303427445, 0.0009448456034927967, 0.004167200390453908, 0.008544391987678144, 0.006583102352986648, 0.005099809529896043, 0.004005372265258281, 569925.0715386005, 4.386379025815868e-06, 683111.3708233025, 508043.13336685405, 826322.0064302887, 8.700926949218998e-06, 1.6253782317928055e-06, 0.7630492513522352, 0.003538507668848185, 821214.5587923457]",13021033.17894045,0.57226396
"[0.34260859490470724, 0.046218484519402483, 0.04725461275112208, 0.16662485411792752, 0.2348079794527101, 0.0030164267616837274, 0.009058730548606266, 0.0012568017320190583, 0.004420234858157599, 0.006079779777346487, 0.0030291044615866226, 246199.0696206938, 1.775286690088052e-07, 828515.1529090246, 801856.435299913, 546250.9177306684, 8.80332308634732e-06, 9.54145982986824e-06, 0.6527724685776567, 0.005580838338501956, 543281.174012116]",19689921.83295472,0.64152122
"[0.354391813844254, 0.03826063423139501, 0.33396837801066154, 0.38310452100097064, 0.3396769630508109, 0.0034691850229461667, 0.006216714600301768, 0.0017741593663201773, 0.009475258411933573, 0.0086264663744112, 0.004063609633535324, 588724.9734577328, 9.515977075344633e-06, 40646.46323672135, 710989.7360348289, 894313.3782405552, 2.1932685506192834e-06, 8.981772896852663e-06, 2.978244244186497, 0.007965319677720942, 518242.6555680093]",5101751712647.37011719,0.70508218
"[0.3357441358134886, 0.07222034933241371, 0.47717437709900334, 0.11850044225853106, 0.22821727836562514, 0.008590290567944497, 0.0013832323286175675, 0.0018533162285931275, 0.009755694708535404, 0.0033127841152778403, 0.003599944750676868, 542532.5021263706, 3.3041828326069047e-06, 556322.5194596206, 979698.5274064533, 368834.20187005214, 1.311981891283803e-06, 4.539689703069153e-06, 4.710730088912474, 0.0004441497293168625, 691302.7807235608]",28443055983986.67187500,0.78337502
"[0.06371566771835484, 0.08746149654346287, 0.19688499655516897, 0.2884347081837676, 0.29261210305995256, 0.0010142405090554265, 0.006048991247914936, 0.005706469303331357, 0.008818591480161564, 0.008811487292284271, 0.005447578738392023, 61988.54222365787, 4.6916372712508966e-06, 375873.38239451905, 611886.2524763275, 29954.30237434358, 2.7444166514081575e-06, 9.421276936556007e-06, 0.7919148387730006, 0.0013151409073654426, 197815.99159651127]",13024770.53869284,0.84779119
"[0.0094983868657766, 0.19349118088200098, 0.4341688668923021, 0.2285414231116332, 0.24051912031325298, 0.0026172400609564992, 0.003333333261325337, 0.002410983300329026, 0.0012927480904199554, 0.009064996657244936, 0.009504450722287382, 404904.2888316064, 9.048835503710281e-06, 11133.49130336371, 782594.0685852679, 904203.0520143356, 8.558777714566758e-06, 3.218690328441138e-07, 2.9114759232541902, 0.009908646801959322, 409371.9151941335]",90721241410.99621582,0.90436673
"[0.23311716567480367, 0.21768502347471014, 0.4003450637130686, 0.4338112587629095, 0.07139883445942577, 0.00825002935120014, 0.001613008495476169, 0.0037683525928074004, 0.005547815489862305, 0.009571064535538078, 0.003393371581811903, 997971.0853896171, 4.000934664878301e-06, 167954.1309584416, 410904.27149315807, 311667.1519972333, 2.6960706664248912e-06, 6.443182475370845e-06, 1.603436157729967, 0.0065751261978216615, 323474.90920891595]",21568388.17753845,0.96528101
"[0.13882823584301007, 0.37032305253054143, 0.22294812902486968, 0.2471126362299498, 0.27205204521142096, 0.009684794949745541, 0.008112875323602518, 0.006775054076061951, 0.00814236102124459, 0.009919293042959116, 0.0015693660697242945, 208947.06367970028, 5.812855849333048e-06, 82071.43625660517, 721250.9640248714, 284838.48177440115, 6.911528020033437e-06, 9.695639441428407e-06, 2.253637002473078, 0.0041569986582377415, 27569.565989153387]",12661378865.39885902,1.02871299
"[0.38886839398282114, 0.14941342084489195, 0.03263255618716495, 0.4448602657240399, 0.022526012600164916, 0.004637564895848326, 0.009437890502851837, 0.005918403002232833, 0.006900253550491734, 0.0007991042126004032, 0.006861929560202215, 321951.9375599352, 7.736463194446989e-06, 993893.1028946503, 428144.6644518311, 744281.6269121702, 7.898135326795947e-06, 9.220613725931324e-06, 2.706796808733822, 0.00021345310193715734, 729519.9542499853]",7875942345.05889130,1.09889627
