params,sse,elapsed_time_s
"[0.0356473734584862, 0.3278337843533249, 0.06760278423557464, 0.4967180110572185, 0.12697855883400216, 0.0019062417845008297, 0.0009465259979546798, 0.009238310782776902, 0.0019870672304122317, 0.0017227111828708452, 0.002141963667154289, 517657.253523328, 6.9124908624489296e-06, 230907.81241498125, 53098.2019944645, 651202.5539781627, 2.1020665877908796e-08, 3.9880728902563136e-06, 4.9987471389569125, 0.004108198721022702, 236697.31536065697]",54171386013635568.00000000,0.51855206
"[0.036189834435613945, 0.27121406105881896, 0.10307381570124688, 0.2696744142250199, 0.2622759151684289, 0.009543680645290783, 0.000430782670060876, 0.009989673269439208, 0.00011392006879141094, 0.0027957904810877073, 0.0019812510654924147, 525751.4993474819, 4.187956517697128e-07, 145328.0541722823, 65813.3725153885, 754581.393793539, 1.5442324338713917e-06, 4.148397432873356e-07, 4.9789311256089235, 0.0013534366598602285, 325556.5618493406]",9176219630359156.00000000,0.58009028
"[0.0994287007775303, 0.2430334306143467, 0.0041325179309208235, 0.4904587456717518, 0.14618226139159202, 0.008920123144460838, 0.0016737965082564727, 0.009515817895702322, 0.0030263655163012024, 0.0006770197781878009, 0.0010788116240979455, 525032.611172895, 3.3076686196175204e-06, 221810.6640077572, 70877.87896630306, 663415.3616343884, 8.877383175339391e-07, 1.1460659258938255e-06, 2.584740393754137, 0.005069021544995525, 299221.66718824906]",479439556573261.93750000,0.65573859
"[0.011310614892043783, 0.2940658988808485, 0.061919784589805515, 0.42810609055596627, 0.08879294717823134, 0.0067127552016812905, 0.007524370406367303, 0.009795496367190291, 0.0018089392377568113, 0.008306111552085691, 0.0009445820164600138, 570226.118634954, 5.758125935079122e-06, 157240.69523508806, 41555.132837179364, 685941.6142557922, 9.95566162807598e-08, 1.0610072743911987e-08, 3.4080892603494863, 0.0001411866730197319, 259035.93631646177]",2998515122604.81884766,0.72202158
"[0.05411236168037345, 0.4950945579171516, 0.010776621275693949, 0.20323842273559117, 0.34162091811084583, 0.0057541756577574165, 0.0021634334881003255, 0.008613431851516104, 0.001744892114835937, 0.003511972279603618, 0.002927082367683396, 554037.630812521, 4.117594392675463e-06, 200926.64068098308, 40453.33306459486, 647028.2642120889, 1.2356303631892303e-06, 1.770497178069621e-06, 4.983742298617749, 0.0036117553027325646, 389181.5605570534]",33878364883089440.00000000,0.78284049
"[0.00887537867684392, 0.24959805647873223, 0.0007633848729532884, 0.47086600489759334, 0.15657848637465968, 0.009820651400736907, 0.003045469591711864, 0.0036292503816643994, 0.0007488684096014804, 0.0012546487070885341, 0.0027415147639960795, 604709.2935401925, 4.253918011046481e-06, 247649.5063372811, 3436.912453375822, 654598.8292711729, 3.424024932035964e-06, 3.4837975356792797e-07, 2.3506781302831126, 0.006200623375571861, 325951.77083961794]",119817201856351.73437500,0.86085367
"[0.1381113866901044, 0.41549663968649, 0.02142731905505273, 0.13279465859501538, 0.3699366719898525, 0.0050109028466718865, 0.0003550134075014195, 0.005219675356250593, 0.003957792895831799, 0.00520056511582724, 0.0015179552731448916, 573508.7929598307, 3.5889705728395683e-06, 144165.60024942664, 35012.18105542609, 564566.8249249063, 1.257623844098021e-07, 4.178200221573723e-08, 4.258336183540061, 0.0026960502229821572, 290445.2996908274]",707201336922172.75000000,0.93154860
"[0.1341135293165741, 0.4740111873207444, 0.25827971565972907, 0.47498679708072217, 0.23198541476624968, 0.004688566749590446, 0.004707363005741945, 0.00996799074620014, 0.000572072821868041, 0.006908750681377377, 0.0005996114051467704, 512709.51255679433, 6.249914728206032e-06, 187254.21979039963, 69221.96098074515, 541277.9470395653, 1.1524213209217614e-08, 5.77125759123927e-07, 2.6331478082480824, 0.005096303200140246, 205037.46217060223]",309264501666.43707275,1.00798273
"[0.03629468678969014, 0.01523581818809674, 0.0035092106863493073, 0.49986115205362536, 0.49908616007235307, 0.008719922262547457, 0.006577795099945862, 0.0083940869787981, 0.006925781449006968, 0.003886628152400568, 0.000688210746191724, 446585.2624930098, 6.358662387450709e-06, 273842.24508818355, 21971.77394358053, 608252.9127675388, 5.484525256016418e-08, 3.6415645179023546e-07, 3.3148082845397804, 0.001034349048663874, 377402.034977308]",457120181577683904.00000000,1.08357692
"[0.20337344886578346, 0.09023270196964539, 0.05644900425941186, 0.46914073666626643, 0.16189372643666416, 0.005417569262154236, 0.002165295084157646, 0.007713656835305095, 0.003259549139246736, 0.003221355538678991, 0.00011438312022783197, 494761.5370182345, 5.991656696034664e-06, 284294.6923087524, 111170.00540017101, 606538.0154616861, 2.948271335279277e-07, 4.56908092220447e-08, 3.111633406705492, 0.0028857524461788782, 322460.6740414398]",411976176838354.56250000,1.15522075
"[0.3451513663695805, 0.13135253331614827, 0.0018316276140604086, 0.3634670135897209, 0.020760270863121016, 0.008211132179983692, 0.004899450282026399, 0.003112683448230084, 0.0035423553511250896, 0.0039019164413770595, 0.0013109307012689705, 534671.2555664721, 2.0342095850044006e-06, 192629.20752754292, 43223.66545079007, 744307.0817673061, 4.786499414640385e-06, 8.283744581683932e-07, 2.4319493333650164, 0.0073608977591082, 283896.68436987535]",660212315441.30541992,1.21760225
