params,sse,elapsed_time_s
"[0.22962779183716786, 0.43257110707711166, 0.37711551570367136, 0.22013669840318215, 0.2694911092075356, 0.006146107108726925, 0.0033600283629607345, 0.006405087492034769, 0.005055115483124116, 0.003404433524313159, 0.00011278518418888581, 384947.6111719892, 3.1405819890435716e-06, 787268.1871512043, 918628.4572394034, 532166.3920945546, 9.133830977648163e-06, 2.156613006883032e-06, 1.6332468603813652, 0.004500641548381867, 770213.8445206663]",294142786.50543404,0.57341743
"[0.12934847524065643, 0.1076241168374882, 0.04303929463886768, 0.36836539209897307, 0.10243998145677453, 0.00987770517806491, 0.00784158193430593, 0.00981420031159168, 0.002067252792548443, 0.0020337597525329114, 0.007683924083192897, 339234.91313964524, 3.2171951636057884e-06, 735726.9430282137, 748548.234691679, 263340.0497895982, 1.987798618823975e-06, 5.913947035239051e-06, 2.650228328416166, 0.0035617256059496346, 138078.51122734198]",56892151047.37487793,0.62247777
"[0.09867298937059059, 0.038117803723704685, 0.030938858977216675, 0.49152168136176216, 0.46334009329959147, 0.006632329155705349, 0.007608177454283607, 0.006816354630383803, 0.0005494881179905748, 0.005476587048284444, 0.0074075605278905166, 599699.5312608086, 4.32109557836614e-06, 804140.768475272, 626950.2112776976, 306895.5509938249, 9.791285198283667e-06, 7.485250306849254e-06, 1.9388936251640667, 0.009421926640011095, 505386.43433116557]",105398544112.18920898,0.67715669
"[0.07978462143428765, 0.39141246186420164, 0.12939271411442313, 0.46472570842543354, 0.16734103142391643, 0.0005063199825776132, 0.0070273326022729145, 0.000666388969005779, 0.002259173168343894, 0.0071198027592579835, 0.00631671277745257, 247145.54230494617, 5.531761536776207e-06, 925075.7036688698, 421528.6529754491, 677860.1041760886, 9.36911324356037e-06, 2.681511728899727e-06, 4.28097644882086, 0.0014918404065295081, 706622.4789276108]",176009212280.05352783,0.74983239
"[0.1931271724895563, 0.14877997345462426, 0.11665118795805948, 0.04525513455274681, 0.33982314252920537, 0.0033270002788406278, 0.006114735688939708, 0.008522900114320728, 0.003392561097448946, 0.0013329663957302273, 0.008242683186325808, 963080.9012122574, 6.825072623142507e-06, 270797.90153144026, 308571.7979972965, 543784.3245527039, 7.188452217832975e-06, 4.6610312189656585e-06, 4.199617184511933, 0.007535424918425072, 52502.47768690883]",92091292138608.40625000,0.80704165
"[0.37994313602061247, 0.21348973667821328, 0.22446053112205444, 0.30520098157427616, 0.23954064328863794, 0.008391812870158197, 0.005311635248434827, 0.005914441773060536, 0.00110283189321271, 0.006274000219235552, 0.0029196050501241375, 175099.8126914322, 5.496640891112368e-06, 3989.8131061884033, 507732.59938225354, 509662.64931028534, 4.979877733809793e-07, 9.84462926400024e-06, 1.8213358725068818, 0.009868844735933715, 383627.1191568187]",12308626250.54303932,0.87367177
"[0.23350642983095649, 0.1846623582610828, 0.10881552464179278, 0.2682556352098622, 0.22571136902065803, 0.005731549623001745, 0.006526469774833844, 0.004571130548306364, 0.008419624113941487, 0.0029801817425005777, 0.008338325716250435, 909341.5592842901, 5.923440497714339e-06, 963169.9360009158, 948565.8415377298, 395411.0276834523, 2.2028726667275846e-06, 8.121692591068065e-06, 2.807661460226527, 0.003980341818108113, 152480.60400943886]",58020798958.07051086,0.93201327
"[0.004160048403071327, 0.021530246130104912, 0.20904539262362756, 0.4743362120877077, 0.4730750017821223, 0.008168713805063788, 0.008288703607383941, 0.007850224600996885, 0.006277352130808271, 0.003838258051836783, 0.002077554534960652, 136513.8280773758, 1.93460450909449e-06, 177178.11090176238, 42107.86450502513, 905858.3103016269, 5.1495313005808054e-06, 1.5411327024633656e-06, 3.941673018102435, 0.002054495801621634, 260280.1635166323]",61850537158844640.00000000,1.00666904
"[0.2697502032425977, 0.08878700623779781, 0.30744718407107824, 0.23012664114104647, 0.31441120913497034, 0.005465872822562502, 0.004576402376182489, 0.008643121843486251, 0.0009017218336506556, 0.0023022031830696316, 0.0007167709455385824, 543596.9796043998, 5.370625771800516e-06, 22599.30551519116, 16250.447705264189, 118555.71965577782, 7.914441984838252e-06, 4.13682849581437e-06, 0.8714894567380559, 0.0019255998064641544, 392231.36676364794]",2054467689.08112836,1.07247400
"[0.24801287238508843, 0.46220886376188713, 0.45972749390694945, 0.3723524317728785, 0.26116605501841056, 0.0034951509931518223, 0.008138487932662409, 0.006667138137594212, 0.0026857478215248387, 0.004049278068521077, 0.004141867797286675, 166370.65632411616, 9.990912843081578e-06, 123894.28914811648, 395511.52884181094, 435772.7023472752, 3.421382298782666e-06, 8.987234642392742e-06, 4.927237933580916, 0.003326038735306275, 294787.94070938585]",163313498329882.06250000,1.13436580
