params,sse,elapsed_time_s
"[0.17597310522616944, 0.22384234804060765, 0.13235227499049246, 0.42119121725581365, 0.26165820722513017, 0.00990937736807144, 0.007241821028730896, 0.007023135355909649, 0.004156367814287709, 0.009758712447987178, 0.0032852480394657602, 479400.5231804963, 4.504937957537128e-06, 931700.6162517244, 950171.9608593825, 642189.6860831259, 5.8725712113511716e-06, 4.035437162911514e-06, 4.041536851706079, 0.003491665900195301, 457256.80754973687]",2685181607491.08886719,0.57397366
"[0.43115595837793597, 0.20036123496926161, 0.1853837384463452, 0.48060510147785157, 0.12081551379133933, 0.005078887515503787, 0.006084104809150913, 0.0007541377982970131, 0.005437116652794424, 0.0053103569770311405, 0.006457209075120828, 715251.17876071, 2.827893497738327e-06, 798069.331151603, 119465.5272793308, 568777.942446008, 6.806918119666776e-06, 6.390335823730781e-06, 2.3798255752686575, 0.0012506714192753346, 533812.4070082334]",451325822.75414395,0.65158916
"[0.4960934298273068, 0.21489214877562243, 0.29554846892155057, 0.23145485533687782, 0.38351178423196713, 0.007704256130076606, 0.0010310006641090837, 0.009741828421937231, 0.0017565206324757824, 0.008696230111507422, 0.006640236507880724, 673305.9201494454, 4.225755089861816e-06, 737830.4526621938, 712796.6379130485, 19352.027475664407, 3.3059669343535095e-06, 4.48757449088356e-06, 1.1848080797572682, 0.005986533123091279, 603872.5666203469]",13047912.73112084,0.71319151
"[0.48705033145278737, 0.35696376376820566, 0.09379208555621778, 0.046850586357093355, 0.4349917407158601, 0.0017456552394383266, 0.0050445882738280705, 0.002922980653824794, 0.009217445810798806, 0.008455348042511785, 0.005543302370003126, 134029.40878834226, 8.444368098820768e-06, 582092.136237967, 253843.12330587162, 54991.36430674564, 8.74560136532351e-06, 3.249865168270991e-06, 4.399608825896456, 0.004587891865217918, 665964.7508064407]",23837974934.81192017,0.77540517
"[0.2569706860214875, 0.4975785567520744, 0.08667157101234, 0.20682816176029312, 0.3699329669476956, 0.0012105665445680772, 0.006545227940115068, 0.002405062442226525, 0.00963043996497379, 0.003382315713135593, 0.0041793686433060796, 158793.2836495246, 9.527327176974697e-06, 741638.9558381939, 106973.97443153617, 537860.6819116854, 9.823510537319064e-06, 6.451934298890027e-06, 3.3793241217708583, 0.00879263168665214, 117914.79861126213]",911549666443.36718750,0.84235549
"[0.21237981306122597, 0.16753763229080698, 0.3575573186397452, 0.20359144318549469, 0.37816000349464307, 0.009059460268609333, 0.0012316834202801645, 0.001386779140851512, 0.006761170250204247, 0.004753576292733272, 0.007238992144946432, 665127.9772020525, 6.305996129859677e-06, 408808.0905491761, 870486.1040180399, 665024.3041993392, 3.85780951931773e-06, 9.915175840921838e-06, 2.90260400156927, 0.006453661613505919, 526358.1067643618]",7246177529.26198292,0.91073394
"[0.3973346753777117, 0.44181407365903513, 0.20910995017316325, 0.18649464334209664, 0.08963323983763173, 0.008798816313931144, 0.00977531233899311, 0.003053912544296385, 0.0050029236327719, 0.004650532883427048, 0.005801323103547171, 114453.2559747973, 8.295618315395804e-06, 76931.41074860875, 177967.03411146934, 413163.5219011394, 1.3941094398997181e-06, 3.769196463638312e-06, 4.934775101137991, 0.003277756496047379, 136046.3440686016]",13571182256063.58007812,0.97121835
"[0.009810732096088098, 0.09829444869890433, 0.10853453490097531, 0.43722441594594785, 0.3095656356051069, 0.004216190730217823, 0.0037972484611518116, 0.005183193840966718, 0.0018873197358215377, 0.0008559945446940439, 0.0001621421808778387, 496717.47512420325, 9.690606945336486e-07, 622988.1556834511, 74704.4909648252, 900692.8582550654, 6.1153079120585414e-06, 6.075473912634739e-06, 4.085457920517635, 0.0007291250795169335, 442128.2340683621]",235787918841075104.00000000,1.04596734
"[0.36957097530599986, 0.20576379836986058, 0.3633645338289294, 0.4643198805560233, 0.23893482457972787, 0.0016049594217192788, 0.001955665488192422, 0.005610300210565764, 0.0037038849840299, 0.0011976337829443663, 0.004297328074129366, 214971.83836763402, 1.269855704994735e-06, 440632.7620259062, 81455.68019725449, 775141.793083075, 8.803283379931934e-06, 9.478224085760072e-06, 1.9212077885923153, 0.0001431335287957023, 282372.739694017]",2920110705.97818375,1.12119007
"[0.3366436759751857, 0.01839233765425781, 0.42038801967151257, 0.3352559008871729, 0.4607831013110654, 0.004609003170150881, 0.001998878048918391, 0.007883967246978298, 0.007606886477661465, 0.0019735107625036595, 0.007631724862921041, 280312.0534943327, 2.577693405871252e-06, 422862.1637002968, 777388.242657901, 792297.4484078344, 3.6895496829283917e-06, 2.255945935839823e-06, 4.604380365144271, 0.002973999809088224, 433319.34910742805]",6658365203562405.00000000,1.19553876
