params,sse,elapsed_time_s
"[0.1449737381287953, 0.09697072401056475, 0.4363730182744442, 0.006748777311777055, 0.22040542454803716, 0.004330714258023786, 0.007292483861760111, 0.009337337272378293, 0.005707376303089524, 0.008193651469772337, 0.0016317058828352288, 982997.8734465179, 8.074226180540202e-07, 660458.6062914184, 163543.59348967057, 24393.351235391223, 7.995929192968913e-07, 6.1623536346118464e-06, 3.573512093201431, 0.004370366027292305, 947455.8962618059]",379801370.99786103,0.57696724
"[0.2690083988358785, 0.08854850017640849, 0.4450822935517127, 0.022882928897544872, 0.07502682652859909, 0.00542483774444333, 0.004482495156454055, 0.0018132078769947447, 0.004170947764012567, 0.0007758038042579963, 0.0017774892490231148, 351703.75279065396, 7.225384494732842e-06, 650952.1942396807, 669248.136244121, 80682.15793548807, 7.3474585693405686e-06, 5.625420920460021e-06, 1.0974330030714112, 0.009146215878552952, 842389.9786894101]",12528181.40357965,0.63032413
"[0.19964568748577735, 0.13170211533210996, 0.2919306014919171, 0.3012517987374055, 0.45944302489837585, 0.00579471649227823, 0.007074519584188436, 0.001953066832521966, 0.0046529479945917294, 0.005110861315036165, 0.006457845834880745, 440583.44844520953, 8.171697306944178e-06, 35057.40441139068, 443228.47088045435, 138250.001145664, 9.14600074044999e-06, 7.189378112061341e-07, 3.4323491452196375, 0.008110538681981711, 42722.05211730985]",44326757793647.34375000,0.69546270
"[0.2839036790983462, 0.06389653920823438, 0.27430370653157504, 0.08830382183471289, 0.14585790550155728, 0.0008944673985946031, 0.00803797237560691, 0.006265278561868017, 0.007320331030317386, 0.005471964577414201, 0.0058944543892195484, 332115.40981607954, 3.5012413313114554e-06, 56122.726766413034, 708572.742814, 633764.1366953591, 3.849876414902139e-06, 6.837661419554872e-06, 1.3105583321881435, 0.00033067532251751443, 998814.8513073375]",15999708.44530469,0.76234293
"[0.06319398648396886, 0.23218628676572745, 0.4613163002123863, 0.07550819510405735, 0.23550564301365234, 0.005142898904505911, 0.000663323210988356, 0.005829565881279809, 0.007032573154043632, 0.006779929345225907, 0.005232490108000724, 495886.05438682175, 6.986068203704198e-06, 945360.8694343808, 903681.509893938, 316073.8287331764, 4.814439281836684e-06, 3.7263334121667205e-06, 0.5732718712963576, 0.003406486255532378, 77836.00354969164]",13102604.40301416,0.81287074
"[0.18259950905581226, 0.0076397247936190755, 0.3132539720172122, 0.20568556811885488, 0.3888615194029237, 0.004141725401227386, 0.003274499261499097, 0.004988210769666932, 0.004859410238465933, 0.009778622060807747, 0.003517290919107831, 276600.8011294876, 5.405404762386559e-06, 809023.3139757077, 542611.3047528169, 485901.34416830266, 7.512777298991675e-06, 1.5565294458220256e-06, 1.7715105965878268, 0.0068547156647302395, 264392.8991129474]",7724502233.49612999,0.87075520
"[0.022409402617081728, 0.04004304695826268, 0.1881219619441449, 0.14481016255574458, 0.1895251671116322, 0.007507130837784061, 0.008426443499860218, 0.008536595389468273, 0.003131305573281263, 0.008376024500165221, 0.0038715020934220793, 522118.95298654924, 1.2457161161189177e-06, 131271.99354733017, 613073.7888433269, 478377.21602055395, 4.3997331425505305e-07, 9.419816709924115e-06, 1.6197366623475387, 0.0060867029810839, 755466.6413259282]",408924639.23527980,0.93403578
"[0.3625780418580126, 0.4275748442265384, 0.06314664320691665, 0.3200604012837436, 0.4462068753061844, 0.00559683819711792, 0.009991996637281798, 0.0005953624229789483, 0.008828126327202463, 0.007168097209441323, 0.0004248308855110017, 726691.2329704126, 2.453099447081518e-06, 593144.8682138957, 361599.32819118345, 266130.80650656077, 3.0993983038811025e-06, 4.226460551762904e-06, 2.8571907817831703, 0.0031483571482071606, 295044.8524270218]",2833798167392.64550781,1.00954342
"[0.01526023740524776, 0.30399049140468654, 0.4211101820082274, 0.4206905959645894, 0.019866610942341163, 0.0007877060183730195, 0.003676435310747452, 0.008720227080318924, 0.0005447485273611197, 0.0004505088841964831, 0.0026626407910313654, 376574.9300406552, 7.550075499493298e-06, 875096.1450521647, 637194.3233347302, 666644.4740009722, 4.037416514130479e-06, 3.574919260649045e-06, 1.742071894577592, 0.005961317710019393, 574024.9412812756]",23014133.11690925,1.06854558
"[0.3737466342709705, 0.019310580438648407, 0.4741995859652249, 0.06539832828418773, 0.41890665143548156, 0.008327269607905157, 0.0022037944134748527, 0.00540957501320103, 0.00993547585144369, 0.000962745962730406, 0.007835815954433015, 161031.35925109542, 2.8598323834967797e-06, 691867.4347004957, 137109.57239924115, 586378.9860549688, 6.688694303723789e-06, 8.369375535811826e-07, 1.466948533353476, 0.008483934386104262, 778152.4303192453]",76051224.68948486,1.13462496
"[0.2171876016313779, 0.3358529565377924, 0.08236449880565476, 0.1069164094121163, 0.02428729077264767, 0.004854766803477356, 0.007832637687380023, 0.007317955183797379, 0.008374558087871329, 0.007304133418882214, 0.0024790866922288803, 308191.69321557257, 6.653810999570394e-06, 75825.91654352845, 694314.4187179437, 776898.2315047362, 3.395097484463127e-06, 3.3145940178540123e-06, 0.6104142119363105, 0.0018078672715629808, 920945.0873542533]",13072567.88605968,1.19559789
"[0.34663958473238576, 0.346346377286207, 0.3815949104950638, 0.23366380344686166, 0.35480181976106573, 0.0012412493265098864, 0.00839866146330736, 0.009768412257126158, 0.008581255088669297, 0.0006110574879486843, 0.009138188261315851, 849072.1836169487, 4.753284205001451e-06, 886356.3670988841, 381139.22557112447, 923651.3466128948, 2.492211956218523e-06, 7.350922210206378e-06, 0.9688112003422065, 0.0029044358649120204, 898127.5376994206]",13466738.56800289,1.26591992
"[0.08195417378594366, 0.3509471533191376, 0.22824780128623723, 0.3383271167589554, 0.003233651768996654, 0.008518878212156692, 0.0016693555958871003, 0.008285935353360172, 0.002905819654166263, 0.009855619428256988, 0.008795873442898628, 239222.5913795132, 9.69670845755164e-06, 566888.8754327116, 561630.9656802139, 705808.6837707327, 8.066336088900954e-06, 2.2327310433036074e-06, 4.873386369644636, 0.0046199562351339814, 97790.47591061199]",457534388.26680970,1.32407928
"[0.4964325130806648, 0.48137433381744105, 0.4145957207433048, 0.4795848661164785, 0.12130818082454853, 0.006866902961089194, 0.0026629494552077126, 0.007455591222172638, 0.003429876044464333, 0.0012780450675155999, 0.0011652747162139404, 45984.3302700812, 4.152050994231094e-06, 911371.856280283, 143300.77993598918, 197651.0746678048, 5.876039026030506e-06, 5.941060386548259e-06, 2.384463741186291, 0.002324815027189574, 406572.0580036518]",197193595.79390886,1.38923025
"[0.24564327014583637, 0.4553749955977027, 0.23638011886232063, 0.4032972548695276, 0.29011606007153407, 0.008196484474526646, 0.007805156308556415, 0.0040084254003264555, 0.001970343220284384, 0.0027894570161174042, 0.00927228957103499, 289623.2767115792, 9.244210314485725e-06, 406004.58443316317, 739328.1441304816, 978255.0644281853, 9.267758345457927e-06, 8.430998768525448e-06, 4.02572953838249, 0.0012698962790856313, 788000.683234062]",509763530791.45697021,1.46020484
