params,sse,elapsed_time_s
"[0.0491655836743357, 0.015492214154223251, 0.10438103140734266, 0.3398733968063643, 0.36865221841507123, 0.003480214217453847, 0.0020660567259214693, 0.00798417498406954, 0.004664230966248229, 0.007698867048626318, 0.0017675703683777719, 29869.222343978352, 3.873563978087144e-06, 774516.3743024089, 897250.9144788067, 384300.78418910917, 4.071861955296324e-06, 2.904626013766065e-06, 0.8764937207627308, 0.0057332830967637355, 480433.68904133246]",41439565.15800732,0.50831056
"[0.20824695048131286, 0.06489823367497638, 0.18547858927773533, 0.016950784197946125, 0.4241599629135491, 0.00421141035612982, 0.006475163868611861, 0.004056400623183359, 0.008984505585096884, 0.0017895195050658223, 0.008153848166385792, 158421.82627929063, 1.8289903272115767e-06, 671433.8860564274, 597086.469383358, 706562.0995791962, 3.76579723764795e-06, 3.4262940704781027e-06, 2.6404566568323324, 0.00563745121189927, 656019.0224546839]",218307783.05790976,0.57498765
"[0.4066359787411812, 0.3254856074474094, 0.25118771795443334, 0.20332336272352441, 0.10700018659918299, 0.0062346583114106955, 0.006800354908567215, 0.0026377092607676057, 0.00634497623598115, 0.006497174096568887, 0.007004121055781033, 979321.0625216172, 4.236591156732278e-06, 168325.5369505441, 433882.42255539517, 153737.10198764983, 4.387770396567334e-06, 2.1733006136985066e-06, 0.8577872503281332, 0.0013198532800221894, 450728.8686623311]",13065360.48777915,0.65301776
"[0.03918924286857528, 0.3127949237284034, 0.4281154282288462, 0.44943141685086696, 0.13438206284783286, 0.005862639965155227, 0.006430665204545829, 0.0012827779380115579, 0.0010523463366877886, 0.007407605518515964, 0.007608425554905141, 214219.08460989228, 8.256323073552415e-06, 970139.4073377397, 662975.3059508983, 15754.208352177237, 1.9450264871207425e-06, 6.751623457799453e-06, 1.7619528976417205, 0.008031680813059015, 893196.9578552215]",13099929.09725553,0.71387362
"[0.006134344979112614, 0.02732994690924851, 0.35268237591611895, 0.48961026910549366, 0.34947628505841066, 0.006950000557681256, 0.005397471377879415, 0.0034638002286414564, 0.0003491221948978926, 0.004149932791460456, 0.006684366372651613, 366217.80242451484, 5.248545246285012e-06, 901459.8030628805, 957009.595994593, 467530.6491054078, 1.7795044356659517e-06, 8.113262437931318e-06, 3.399234369023864, 0.0038828498368501433, 404874.9553738177]",23109152582737.92968750,0.78559041
"[0.2199262720412249, 0.30659947335642657, 0.3784910622441089, 0.1603519631485523, 0.4386212865772759, 0.008169625740316397, 0.0022072704968696534, 0.006206883546121072, 0.00230366378642542, 0.009280000438471101, 0.0004162101002482745, 850049.6253828644, 3.5906817822247356e-06, 727807.6262123769, 15465.198764507042, 819245.2986205706, 8.378575546761958e-06, 5.09385852800048e-06, 4.762671745013764, 0.000629689471867429, 187212.23831363738]",1050074254752258.00000000,0.86625385
"[0.13684285966191298, 0.3488447165221656, 0.34700104928358555, 0.19635127041972436, 0.31106273804131607, 0.00661109924600349, 0.003844939549667684, 0.00968926109661273, 0.005255248227882976, 0.006850363485001156, 0.0038906514325008704, 938671.1185685802, 2.2464809954286785e-06, 26429.87200183161, 857135.6830754599, 270774.05536690465, 5.194945333455169e-06, 9.040585182136128e-06, 3.3153229204530548, 0.00013868363621622555, 844807.2080188778]",381190138536.11328125,0.93575621
"[0.2575700968061427, 0.2523504922602098, 0.11789078524725514, 0.29882242417541544, 0.14645000356424462, 0.0037634276101275762, 0.00103340721476788, 0.0015214492019937703, 0.00790070426161654, 0.005398516103673566, 0.0029111090699213034, 172937.6561547516, 6.057009018188981e-06, 594232.2218035248, 364087.7290100503, 731724.6206032535, 1.497862601161611e-06, 2.4728654049267306e-06, 3.9633460362048702, 0.0024249916032432683, 520460.3270332646]",626874850270.73657227,0.99915314
"[0.32921040648519545, 0.22702401247559562, 0.27473436814215646, 0.28992328228209296, 0.11883241826994065, 0.0003377456451250016, 0.009052804752364977, 0.0048982436869725015, 0.0005154436673013113, 0.002128406366139263, 0.0007865418910771648, 587143.9592087996, 2.739251543601031e-06, 125090.61103038234, 232380.89541052838, 177017.43931155564, 2.232483969676503e-06, 8.26365699162874e-06, 4.302978913476112, 0.007711199612928309, 384402.7335272959]",731372468763716.75000000,1.06211877
"[0.1958257447701768, 0.15468772752377422, 0.2895849878138989, 0.2646848635457571, 0.24211211003682112, 0.0013463019863036443, 0.0042969758653248185, 0.008707276275188424, 0.0034894956430496778, 0.00027655613704215335, 0.006243735594573349, 832591.3126482324, 3.7880256861631544e-06, 987614.578296233, 190983.05768362182, 431489.4046945504, 6.2333645975653315e-06, 7.816692847854843e-07, 2.4244758671618327, 0.00873007747061255, 289505.88141877175]",176324016331.52288818,1.12499881
"[0.35515090028748486, 0.378780050539472, 0.4749049663335595, 0.2216575661501637, 0.37840936988987883, 0.006829729159437554, 0.008798622071240872, 0.004734500655076115, 0.008025058493369062, 0.005239241094000471, 0.004827805026832177, 569322.0104612963, 8.577395973665704e-06, 711658.0495783954, 775875.2133112554, 525764.3989410403, 6.495205564644975e-06, 3.948465601556228e-06, 3.80701196269669, 0.006066338579138741, 784696.6920031493]",121808902172.11399841,1.19189525
"[0.3657725114296724, 0.16627894277830585, 0.3028226456654073, 0.09070236105673166, 0.21948486961004882, 0.0022465014439465077, 0.004186259313434904, 0.0021379647560453743, 0.004243861068105842, 0.006029409056753276, 0.002195327011935385, 872293.581435906, 2.618914721585527e-07, 7900.933540707285, 319483.9764991929, 599139.8329557847, 8.511084460715545e-06, 3.0320048394629795e-06, 1.227650259415317, 0.0051757091251947, 722280.3215617584]",76638508.28361307,1.25518465
"[0.3108980481594374, 0.4060279260022983, 0.2228167291146068, 0.2366102299593533, 0.44851576564767515, 0.002560110804870243, 0.0036468883821692893, 0.005290992721569601, 0.0011277784185638737, 0.006056749623293764, 0.007721843027981068, 97742.53878481527, 3.2262821955183035e-06, 522640.3423336982, 280719.7308599097, 568163.6109716434, 4.7485396988280637e-07, 7.927418760306034e-06, 4.713517762019923, 0.0022202404274741998, 345652.31052639626]",886163550960.69506836,1.33016801
"[0.01723341349303197, 0.07351105106860734, 0.4450334295005006, 0.3956145290434607, 0.2805433972545576, 0.008779114077713828, 0.0029735421628283394, 0.009570216786511923, 0.0036763835196788807, 0.002775253356425123, 0.004759938762887675, 636669.9307765772, 3.0880986802781555e-06, 432077.6194074368, 97546.65165127546, 879364.5897039714, 3.927817740536829e-06, 1.2920829483898436e-06, 2.1633057404060616, 0.0015057945060136834, 561811.453187683]",23972197415.48676300,1.39033699
"[0.3407963886134494, 0.052451070430355316, 0.3853386183561735, 0.37488728677042643, 0.49603082255133696, 0.002792890329109256, 0.00840776722447606, 0.006259034328279801, 0.006189287979115293, 0.0020741908693090428, 0.0023451706087814607, 325710.31170757, 2.5202808483369093e-06, 812736.0625217217, 646864.7752695892, 516791.23060137295, 3.204535890672085e-06, 6.285233881642038e-06, 1.3522594517505864, 0.009036567540048427, 251757.427714139]",10016720639.33033180,1.46079826
"[0.1624767081568433, 0.47984092074048346, 0.32989749427774717, 0.4640503311811539, 0.40782986581231456, 0.0018686814355854703, 0.0034407055856303225, 0.00813442612845463, 0.0002312468874723022, 0.003552369087103053, 0.0018633685356261882, 272759.1799683109, 2.1710054990698775e-06, 228516.551104929, 80048.84875196668, 772326.4023096506, 9.456160698578729e-07, 3.728799224885014e-06, 1.0354279072130632, 0.008900265056548689, 667549.8940436876]",60130264.65574551,1.53361726
"[0.2327728399764969, 0.46046503775116776, 0.12682612120441825, 0.08385366113674965, 0.026053998238540058, 0.009363420552614205, 0.007051919547373775, 0.0022895646299191837, 0.009813327798272722, 0.001125334678793077, 0.00046442386509776214, 417497.2978401122, 7.399460235762095e-06, 656062.6525850724, 271830.3223643567, 186328.5149715501, 7.914395455566123e-06, 7.499833413230663e-06, 3.8515107098656847, 0.006818020519621777, 586475.3522403705]",154191193437.01580811,1.59599400
"[0.43957320070277606, 0.4575560011694405, 0.1531244850017621, 0.41325614808354816, 0.25619118796832724, 0.00974367758043287, 0.009836034663123092, 0.006960324075599164, 0.002865820153058068, 0.003417041076457523, 0.0010407825170336464, 763809.8044220947, 9.845704864390764e-07, 680552.5471176911, 555784.7522394707, 973881.1838428768, 7.285678581206183e-06, 1.546820020211245e-06, 4.155863550322872, 0.007405366381611453, 552263.358393903]",291530726274394.87500000,1.66565967
"[0.48975792293052, 0.2779825704450143, 0.4609443914077284, 0.06762504302429824, 0.007783725533614545, 0.004321506036924188, 0.0030931851522927366, 0.007752126975514459, 0.005173486894982397, 0.009858494873767516, 0.007056362950874769, 647759.3493427028, 7.966236318146632e-06, 316453.65506587335, 384902.46217227465, 945868.8188692647, 2.3052347091317393e-07, 9.444595943363898e-06, 2.8920905009628224, 0.0036376116544819233, 702220.339571097]",13092706.34854245,1.73255014
"[0.17337152413846216, 0.04469200987372372, 0.17350812645965968, 0.006642401543352019, 0.26680063149071154, 0.00553006314626792, 0.002380416047157361, 0.0009039150184243775, 0.0066466535572893, 0.00943623562287745, 0.0013658933830587338, 732577.2119248456, 8.616018912643612e-06, 632144.3510581391, 744020.8207675705, 298215.3472897328, 2.5172686382319595e-06, 5.301455513898392e-06, 3.0372045622757176, 0.0007182331899912615, 137033.12077821832]",718748016.68368912,1.80731869
"[0.024304613364504013, 0.36384489561495975, 0.19878611314337508, 0.3618026161399125, 0.46450089835387964, 0.003869580149884494, 0.009567110365799445, 0.009099530949599175, 0.008549956557659118, 0.007892789936677552, 0.008485993147181058, 249826.4879704774, 5.139893713655113e-06, 289992.14182751096, 692585.6268460146, 642220.179594796, 2.115587634506497e-06, 4.110848334782758e-06, 2.096729688891795, 0.008563740629138915, 320990.1559296824]",1703105921.73612213,1.86477566
"[0.3969630978711564, 0.26155526696396303, 0.2642881801570304, 0.24045460835808063, 0.3585008949122109, 0.007041568363720111, 0.0017290509947477308, 0.0025239655722468315, 0.006493646397245164, 0.008074957636561375, 0.0033437715262451683, 347375.70576389524, 6.757533700465461e-06, 279644.83961746073, 806489.2383080535, 750535.8084631128, 8.02086799514769e-06, 3.568452855237932e-07, 1.4163834973031522, 0.007824707177168001, 862052.1389892771]",18101090.48944485,1.93368959
"[0.42043558855765784, 0.08882093090091624, 0.4883608521552903, 0.30790921940458027, 0.32655878558055673, 0.005819150607758335, 0.002644163195677234, 0.006613323071577302, 0.007637208786131689, 0.0014145058832531175, 0.0015174197579575185, 51004.19997488338, 9.851538365297801e-06, 823894.955072774, 832356.9723508422, 49388.56547888861, 3.58692114585671e-06, 1.5276181446007467e-07, 4.439951687933705, 0.006968905284808047, 233587.6055078385]",58372163884160.28906250,1.99517560
"[0.10464570534732649, 0.20696562762722692, 0.4367946570251848, 0.2519354700889065, 0.200178691104017, 0.003266958582719828, 0.009790690906492311, 0.0004747565043659812, 0.009676519469611214, 0.004509863284578544, 0.0030434199366572074, 915648.4319093344, 6.819183967548237e-06, 55242.47807516933, 629659.7232124297, 446433.95773338614, 4.446107691799859e-06, 3.3570274051558956e-06, 1.6270678300937083, 0.002070973034230459, 914251.0050745239]",554146828.02943730,2.07551980
"[0.06063013311686916, 0.14130801768804122, 0.14453491527459397, 0.14249293040134006, 0.15132691693638178, 0.007360292696899334, 0.008419860905995336, 0.002945742746986428, 0.007196538508491566, 0.004945045295213365, 0.0035138651110395882, 746168.6940747197, 1.2745436049427746e-06, 79263.17989913534, 447274.388593508, 341633.34385168174, 8.867112777809108e-06, 7.207751890974198e-06, 2.973964307816787, 0.009245578715736094, 177276.83150711266]",729017730496.57250977,2.13306737
"[0.2213235424813565, 0.39573998399024474, 0.06167207335744615, 0.17711492357493186, 0.4138430402068172, 0.004882374481101927, 0.00589915132759165, 0.00728963414094062, 0.009411811903546811, 0.004438576655812795, 0.008984702939453136, 708997.4970255722, 8.011052913500923e-06, 106359.82300509926, 173889.73074602784, 317913.86407152197, 2.917432413839109e-06, 5.708237988446969e-06, 4.0578552570983035, 0.0037393715989162465, 274616.48485215846]",51092345003010.63281250,2.18976045
"[0.11158487269198111, 0.4471695956268428, 0.13929033254396841, 0.35665390462313795, 0.12102219038483461, 0.009572434121931836, 0.0002430176343710089, 0.0018556115613600104, 0.009337079833979267, 0.00864506726169712, 0.00959295905367622, 122318.08398010171, 9.353191812892667e-06, 256463.0305058425, 325222.614938916, 620248.752666897, 7.410735375771741e-06, 2.2572877692191164e-06, 1.8577145879643024, 0.008220561848480627, 948949.5973618334]",13054178.81846433,2.25974774
"[0.058995326237292846, 0.2917146322435754, 0.40613513508533056, 0.3470265948538107, 0.33515590582086546, 0.0012810958940526669, 0.004650297303381317, 0.0003954012811050164, 0.00829801664951667, 0.0009416158377117152, 0.00543151871282152, 463690.82207284495, 7.614165658455961e-06, 547318.4799811147, 505371.45129649696, 828269.7999433456, 6.187529725794165e-06, 4.3932316167991214e-06, 1.0615874461603314, 0.009959935433005372, 304273.19059506647]",79994309.20681784,2.33526516
"[0.49536407442126756, 0.04039059913008764, 0.05483031239362327, 0.18588405094251884, 0.48927189686099737, 0.008364307231672965, 0.006969284573818646, 0.001772209615746524, 0.007484047818610478, 0.0006608798388479818, 0.004339784833824469, 887874.5827466748, 1.0197217041777415e-06, 357764.47785203106, 258487.76506413042, 76258.11834275514, 9.756128397281056e-06, 1.9754789320908763e-06, 3.733160343082632, 0.004612509995317385, 95623.15251315376]",3363221514381104.00000000,2.41005898
"[0.2654393051770993, 0.09392912208139446, 0.3964649520032752, 0.31849990236984943, 0.16938422593019736, 0.0008399108393262875, 0.007392178460628649, 0.0067202739378691015, 0.0017095240803041384, 0.006294142764317343, 0.009760556384902051, 539329.527606492, 5.958901402722747e-07, 91375.06446657362, 992728.835921203, 606390.6331601036, 6.986238929811795e-06, 7.751340705076887e-06, 3.588279822534291, 0.00117552259469075, 809685.0932487485]",108815842617.00846863,2.47632170
"[0.2812023782712115, 0.38897782509923534, 0.1683771778451956, 0.27456994911115673, 0.27457253698438033, 0.008815939762865764, 0.00564846977730009, 0.0033161331972980978, 0.005493744480982578, 0.0023379117612601775, 0.006590546212410445, 947959.3650076685, 1.4870826668349526e-07, 492871.468264307, 36970.629022591085, 139919.3432211079, 1.0382414454522815e-06, 1.6649319945003836e-06, 3.1323020130496593, 0.004398970500328937, 211730.98401717286]",268336321097.44366455,2.54108739
"[0.37836073516986957, 0.424054262411693, 0.3617463782477521, 0.13257954311100809, 0.39077134630097815, 0.005196427571403291, 0.007683136336341352, 0.008382783495917815, 0.003953812374109884, 0.007602170564238806, 0.005912470450433404, 609196.6058851805, 9.730879522407026e-06, 873022.8101538473, 865791.1036862646, 30476.014638282337, 7.121353999642291e-06, 5.981479706503559e-06, 2.004593901383749, 0.0017142808629082523, 460614.2246793639]",13983236.00059783,2.60196495
"[0.07669195791698814, 0.12167063155411052, 0.49127175976884574, 0.11820118595737832, 0.07768462685524334, 0.0019421840672652773, 0.005583410059772703, 0.003640896031010941, 0.003393713711594299, 0.0003514199113214039, 0.003690248786830405, 515775.5029689579, 4.632177090942799e-06, 753450.2016842155, 937804.733769395, 239072.91303122006, 9.110524128683237e-06, 9.673728023626483e-06, 0.5655756474449627, 0.00963530129440424, 774672.2189784873]",11702506.11299307,2.66233516
"[0.2417835484505124, 0.17998954774001036, 0.007866003416999166, 0.12877678876252732, 0.06595747890506375, 0.00161453430865519, 0.004971838029046987, 0.003860543003406828, 0.00572724709056764, 0.005722121504011637, 0.00017138577587553854, 443895.097396953, 9.50014382053591e-06, 205159.41404090993, 521763.9482065753, 847775.0124563026, 2.7202552935243794e-06, 1.1561281532223533e-06, 3.4779197713897205, 0.0027205504861976763, 684041.0639496774]",22309967649125.20703125,2.72429895
"[0.4678182194729854, 0.10602739641961866, 0.01165289895981706, 0.04799255049449658, 0.30205897466563353, 0.0033593476361635194, 0.004808685890263113, 0.005149283668143724, 0.0091929061245898, 0.008876731122460936, 0.005676341964125687, 439476.56712342636, 7.1425773829466545e-06, 924632.2409395394, 476045.1523117308, 489311.3433363059, 4.8439853800770694e-06, 4.691320202084308e-06, 0.6690000094298607, 0.0058599846615292415, 625103.2068572646]",13063777.22056340,2.78233862
