params,sse,elapsed_time_s
"[0.18519690196924443, 0.3306648676737039, 0.4685898454689309, 0.47054299202309896, 0.29708480379441526, 0.00932218136310343, 0.008252114886423552, 0.001958569371862537, 0.005139180449840735, 0.006232543295577873, 0.004079050891373713, 69330.21002224088, 1.7423196030434815e-06, 64325.00278883877, 793956.7098038256, 231006.9492061659, 3.828184688900165e-07, 1.9274580253078637e-06, 1.8316890283391467, 0.003216061958592514, 944998.2072767441]",17987798.09477453,0.05464053
"[0.19749871650771944, 0.415232942165428, 0.14055243537398562, 0.48040304463529876, 0.17307934849167242, 0.006922837082601609, 0.0008371755415990167, 0.0018090302502537497, 0.003075954768183206, 0.007125818420061521, 0.007986942743118317, 487581.45186876104, 6.540187137544089e-07, 487791.15998554125, 681685.8804995915, 379270.2216524693, 1.9023878652006478e-06, 3.714424690599496e-06, 3.284388537876511, 0.009081017022510404, 203027.0484960638]",9717538742.16922760,0.08625913
"[0.4940765192291382, 0.047851626497105136, 0.3817195836048962, 0.34506013614360015, 0.1252662200441793, 0.0037129000188749687, 0.007990711436914578, 0.006652894282895263, 0.005904709192611356, 0.008062154805572149, 0.006976868364454993, 424010.32150563167, 3.713734795737714e-07, 558413.1107579644, 382957.1709682072, 262848.052643439, 2.4322678881359674e-06, 4.511112438072113e-06, 0.5653356450247653, 0.0022765958179365733, 447140.87353029224]",13062430.29446065,0.11126900
"[0.37292810525874814, 0.36178266352716226, 0.4472340405046282, 0.1781699705100419, 0.3337730795131348, 0.0039005991430372884, 0.006443193167176696, 0.003204045558746186, 0.003766521947136531, 0.0068528462592851586, 0.008522879335517859, 548255.1377624432, 6.798306762636827e-06, 406590.1491767156, 61712.065784562816, 303533.1470595247, 6.8260730507113535e-06, 1.6762609949719996e-06, 1.377900295948114, 0.0027198336342185415, 335832.928497335]",13088458.82928774,0.13818955
"[0.46172556440170204, 0.11975344795351804, 0.32192337674419835, 0.49835657240792375, 0.0067422815049985475, 0.00835328584302172, 0.003725115267015007, 0.009168464196243299, 0.006753541279881037, 0.00861284673016862, 0.00318176355216273, 251651.06609304933, 7.581236936905878e-06, 727364.0673991609, 412450.27545080916, 485545.5718263514, 3.076157570988535e-06, 7.716040895594274e-06, 0.7819411544922021, 0.004132837246734968, 243870.13350657825]",13129087.35162844,0.16251302
"[0.2867954707078383, 0.27478874379621215, 0.1883489941177036, 0.06047854951071491, 0.2278402775115798, 0.006187140241489034, 0.00681750836566659, 0.0027846971793196494, 0.004898900550556278, 0.009465817073004751, 0.0063923940307488835, 752499.9824484411, 2.7230999053554313e-06, 506749.64504125353, 150966.3325970511, 48364.80650014302, 4.038031016198934e-06, 8.85585057265959e-06, 0.7371493462842298, 0.0010012175307497922, 372708.7440053392]",13135594.69359752,0.19358397
"[0.23916375070657309, 0.2582096169745669, 0.3073547731754482, 0.366991802382933, 0.15721265189038883, 0.0073118134561819155, 0.00485760538482729, 0.0010898418371501773, 0.008655355478261784, 0.003315664836893163, 0.009881199441625773, 781667.9902410961, 2.0700118949416735e-06, 530039.872098124, 858472.4779976062, 30327.992356743696, 1.1662763671310014e-06, 2.980487279750152e-06, 0.6344541569723564, 0.009844553112065802, 434156.4611567752]",13025193.85544135,0.22345328
"[0.3924199701185075, 0.4847589610636091, 0.16884101024652656, 0.41043997223764245, 0.08639765412335369, 0.006575543617378786, 0.004090294322614521, 0.007985232393829419, 0.0074787490887074076, 0.004418810700972038, 0.0009668941365734962, 295432.46623051417, 6.435322647060061e-06, 592239.2891103067, 800526.0931279799, 887506.0208346667, 5.0662141576263575e-06, 7.897799280597943e-06, 3.4421928620831967, 0.0004176798286316191, 921189.1981151373]",99917947620.21582031,0.25662947
"[0.0883999800247606, 0.49012769317681004, 0.3725445244385819, 0.3565457286043388, 0.493591279240839, 0.0004205656552199687, 0.007746464399337296, 0.0009447432129112887, 0.005640688881316196, 0.0007942728311312076, 0.0028416519157240696, 674323.266354746, 2.258106051776493e-06, 191225.10777637022, 995814.7977097296, 901909.758588779, 6.200437908520894e-06, 6.942358916465418e-06, 1.5800876705908455, 0.009750094934354383, 883030.8076518583]",7950444115.40855312,0.28371429
"[0.10433922534492951, 0.19224770328180404, 0.19400312562311964, 0.0767966583979921, 0.19269972004201102, 0.004648756059317014, 0.0013975310355565785, 0.007140000940595849, 0.0004015393468838048, 0.0036387311040737783, 0.00896072113367669, 268832.092301186, 5.526923730691941e-06, 764190.4592006042, 727924.4784876283, 682806.3888376297, 7.056474304702344e-06, 1.2883556751378388e-06, 3.89411459580236, 0.003707013427350619, 135061.1509717347]",27404060250.21550751,0.31392169
