optimizer,category,rmse_use,mase,optimizer_name
cmaes,dual_annealing,29.85633711278605,0.2749294995045461,CMA-ES
cmaes,pso,33.299437444050504,0.3307400979973655,CMA-ES
pso,cmaes,256.0710767630438,0.4295100629924938,PSO
dual_annealing,lshade,61.95036647928465,0.26919867673906,Dual Annealing
lshade,basin_hopping,42.543903402345904,0.43865465449871277,L-SHADE
cmaes,lshade,32.72408448019557,0.30947747952355303,CMA-ES
cmaes,basin_hopping,38.140245366264196,0.40913535596886375,CMA-ES
dual_annealing,basin_hopping,42.73244184306769,0.43792673917688646,Dual Annealing
dual_annealing,basin_hopping,51.28801058645233,0.45345517792591206,Dual Annealing
dual_annealing,basin_hopping,31.469543359967645,0.43973331163818113,Dual Annealing
cmaes,lshade,37.33684301760344,0.36597640745501153,CMA-ES
pso,lshade,181.43947554377976,0.3935852364695817,PSO
lshade,cmaes,52.91910741079146,0.4315531574528047,L-SHADE
cmaes,lshade,124.67366923100333,0.3405104721255662,CMA-ES
pso,dual_annealing,144.670191768268,0.35896191529635,PSO
dual_annealing,lshade,61.19944492932466,0.36099447406089774,Dual Annealing
cmaes,pso,39.411045554632295,0.44290935551667704,CMA-ES
pso,dual_annealing,149.84907283321272,0.3958232629534326,PSO
dual_annealing,pso,159.53480215863596,0.2654590174468109,Dual Annealing
lshade,cmaes,63.09718101140715,0.37647245050920003,L-SHADE
dual_annealing,basin_hopping,222.36261920749297,0.5032175484737853,Dual Annealing
basin_hopping,pso,51.79794877936322,0.36291112611573434,Basin Hopping
pso,lshade,144.38673388812583,0.32347450980056186,PSO
cmaes,dual_annealing,28.744191233008586,0.3988516666678061,CMA-ES
pso,cmaes,165.7130695824647,0.30772114350814656,PSO
pso,basin_hopping,298.4513638250355,0.45427729420882923,PSO
basin_hopping,cmaes,87.11265397995247,0.34364604771330187,Basin Hopping
lshade,dual_annealing,36.68410869086263,0.35358773281652517,L-SHADE
dual_annealing,lshade,67.83480681511658,0.3520379658618167,Dual Annealing
basin_hopping,cmaes,138.43439529433897,0.26102482352831874,Basin Hopping
basin_hopping,lshade,61.52523200013146,0.3453866229853404,Basin Hopping
pso,lshade,225.98887310696063,0.39546977661296756,PSO
pso,cmaes,237.45991750591176,0.3515289454579799,PSO
cmaes,pso,32.98110951583621,0.3879027831524771,CMA-ES
dual_annealing,cmaes,148.39435175130566,0.42671661145594975,Dual Annealing
basin_hopping,cmaes,55.83650022103779,0.5001698802946338,Basin Hopping
cmaes,basin_hopping,36.02847471238774,0.41553911660528187,CMA-ES
dual_annealing,cmaes,66.20603441861854,0.3802519696755737,Dual Annealing
cmaes,dual_annealing,29.274975795263362,0.27312656879390723,CMA-ES
lshade,dual_annealing,37.209295918074524,0.3383833353099492,L-SHADE
cmaes,lshade,32.21596868503799,0.45635037945376,CMA-ES
lshade,dual_annealing,32.28307257407186,0.4500757011935958,L-SHADE
pso,cmaes,262.53820994651784,0.37072976776570143,PSO
pso,cmaes,148.36213021393155,0.2846090536673593,PSO
lshade,pso,33.82095269000812,0.2396848892094498,L-SHADE
cmaes,pso,33.78036217718603,0.39492562862869546,CMA-ES
lshade,basin_hopping,34.28195619347922,0.4092356911137211,L-SHADE
dual_annealing,lshade,134.3273038065328,0.23113690238676368,Dual Annealing
cmaes,basin_hopping,29.99846424093492,0.445876959504278,CMA-ES
dual_annealing,pso,28.827561372070047,0.26932250296500165,Dual Annealing
cmaes,basin_hopping,43.77722257751356,0.30574952295340857,CMA-ES
lshade,basin_hopping,45.44927562616654,0.4673689768720817,L-SHADE
basin_hopping,cmaes,54.986288721980294,0.4047844384976044,Basin Hopping
dual_annealing,lshade,77.12213453847538,0.31522109527531306,Dual Annealing
lshade,basin_hopping,37.00372163033536,0.3504899580750354,L-SHADE
basin_hopping,pso,41.409609347078785,0.41837098823914975,Basin Hopping
pso,lshade,166.3765328432846,0.37361999707983107,PSO
lshade,basin_hopping,39.66590767777615,0.5340294135844313,L-SHADE
basin_hopping,pso,33.59438472261295,0.3021797429578513,Basin Hopping
dual_annealing,lshade,69.41441088974081,0.36281011817120196,Dual Annealing
lshade,pso,33.68407960105189,0.189691139792281,L-SHADE
lshade,cmaes,50.49076493331392,0.4179880716728026,L-SHADE
cmaes,basin_hopping,38.01254379456804,0.31299094097920943,CMA-ES
lshade,pso,33.78883978498102,0.2998401720732774,L-SHADE
dual_annealing,pso,28.765159038638036,0.24557916970428226,Dual Annealing
basin_hopping,dual_annealing,104.41503918789111,0.27269157857939785,Basin Hopping
